,star,reviews
1354,5,"A premium offering from HP at a just below premium price bracket. Earlier, I had an Acer laptop with Pentium Silver processor which was enough for most of my general needs. Unfortunately, wants are many.

Having sold my old laptop which was just 6 months old, I was on a lookout for a good replacement. My priority was to have a laptop which could last at least 3-4 years. This particular series had intrigued me since launch and I had purchased the previous generation (3500u) for my office. I ha..."
1355,5,"I waited for the 512GB variant to become available on Flipkart before I purchased it during the BBD after discount at 76K. Switching from a MacBook I had a lot of hopes because there are certain things I had become used to. Let me break it down as a layperson who dominantly uses the laptop for work (teaching), reading (work + pleasure) and viewing (OTT streaming):

The laptop is ultra sleek and just stunning to look at. The metal chassis gives a premium feel and the 'envy' branding is beautif..."
1356,5,"Starting with the packaging, it was well packed and the delivery was also very fast. In the first glance itself I felt like yes it's what I was looking for. The all metal body feels very sturdy and stylish too.Booting time is just a few seconds and the performance is top notch. So nothing to worry in that section.
Viewing angles of the display is just awesome. The backlit keyboard comes handy when you use it at night and the keys are wide enough. The stylus provided in the box is very good w..."
1357,5,"Amazing product. Complete value for money 💰. However, flexibility to enhance RAM capacity and some little improvement of web cam could have made it even better."
1358,3,"Here's the review after 4 months of usage...
The product's nice with good display, a great body sporting a powerful Ryzen 5 hexa core processor which comes in handy while performing strenuous task on the laptop.
It also has performance modes to suit your various power needs but also keep an eye on the battery when using performance mode

The only drawback is it's price which in my opinion should be a little lower but I think that's cause it's 2-in-1.Just keep in mind while buying this produc..."
1359,5,"The product is awesome. Once charged the battery back up is available for 10 Hrs. Sound quality is also good. But setting sound at 60 is good. On increasing the volume certain disturbances are felt. The pen is also very comfortable to use. Having the comfort of both a laptop and a tablet is really great. Due to SSD , the system get booted up in 5 seconds. Highly responsive finger print reader. Safety with respect to webcam as shutter is available."
1360,5,"Initial experience:
1) Classy looks
2) Amazing Display
3) Can handle 4K videos with ease
4) HP Pen quite intriguing
5) Battery backup is above average not the best"
1361,5,value for money 💰
1362,5,Its a perfect personal laptop!!!
1363,4,"Good Product,...but hp pen is dissent performance."
1364,5,"Everything works with very fast speed due to i3 11th Gen, 8 Gb RAM and 512 Gb Nvme SSD. FHD display is awesome. Sound quality is also great. Light weight (only 1.4 kg). Battery performance is very good. Backlit keyboard and fingerprint sensor make it more valuable laptop.

✍️ Surjya kumar Das, Assam"
1365,5,"Good morning.
It is a nice product.
I used it for a day, and it is strong and muscular. Works just as a Bugatti but looks a bit like an Audi .
You can go for it if budget below 45000.
Backlit keyboard is also strong and useful.
Fingerprint scanner is fast and powerful.

So go for it. But do a bit research befor buying .

Thankyou."
1366,5,"Flipkart just took 2 days to deliver the product.
I have used it now for just few hours, so here is the first impressions....
Battery is great as of now.
Display is great... vibrant and crisp.
i3 11 th gen handles everything too easily.
SSD is toooo fast...i have made a partition of 175gb for c drive.
Design is also great.
Comes with genuine windows 10 and ms office home & student 2019.
As of now.... everything is great. Now let's see what happens after some time, I'll edit the review after ..."
1367,5,"Got it 40k,and at that particular price it's just amazing...Went onn with many other models in this category but some or other features used to be missing...but asus gives us a laptop which fulfill all our requirements...
Compact Design
Awesome Speaker(Note- Initially the volume was low but later on called asus and then they guided me with an update after which sound got increased)
Very Nice battery backup, additionally it shows how long the battery would go depending upon the usage.
Omg! Tha..."
1368,5,It's best value for money laptop. Don't think about HP i3 11th because after 1 year HP will be slow definitely but not Vivobook. Battery is very good. Performance is awesome. Display is more awesome. Every thing is awesome in the budget range . You can buy it blindly. Its quite better than ryzen 5 3500u because it's a latest processor. I love it so much.
1369,3,"This is good product but speakar quality is not good
And battry life is normal and build quality is very
Good and this is not gaming laptop but I am impressed
This laptop . thanks Flipkart"
1370,5,"*Updated after 7 days of use
Received this yesterday. Got it for 37.5k
Nice performance in mid range. Seems very delicate. You have to use with care. If you are ruff and tuff user, should avoid. Very slim and light weight.

Battery is good. 4 to 5 hours
Cam is average.
Sound is good. Not very loud but clear.
Keyboard look is nice but build quality is delicate. Use keyboard guard.
Finger print scanner excellent.
Speed excellent for day to day usage. Played morden combat 5 and worked good.

Val..."
1371,5,"It's a best laptop in this price range. I have bought this in summer sale for Rs38900.
1. Talking about performance it is upto the mark.
2. Battery backup is also good it give 7-8 hours backup if you are using continuously.
3. Camera is also good, but it doesn't have privacy sutter.
4. Talking about the boot up time it takes only 2 seconds.
5. Speakers are also good and have relevant sound. It has 2 speakers, right and left side.
6. It also have backlit keyboard.
7 it has plastic body.

Wai..."
